parallel_changed_file_num,commit_num,file_added,file_removed,file_renamed,file_modified,file_copied,line_added,line_removed,developer_num,duration,commit_density,add_frequency,bug_frequency,change_frequency,delete_frequency,document_frequency,feature_frequency,fix_frequency,improve_frequency,refactor_frequency,remove_frequency,update_frequency,use_frequency,messages_min,messages_max,messages_mean,messages_median
0.000000,2.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,-2528.000000,5.000000,0.000000,0.000000,3.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,4.000000,0.000000,15.000000,84.000000,36.500000,31.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,-330.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,5.000000,24.000000,72.000000,49.461538,51.000000
0.000000,1.000000,1.000000,8.000000,0.000000,2.000000,0.000000,187.000000,502.000000,1.000000,-14.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,175.000000,175.000000,175.000000,175.000000
1.000000,11.000000,-63.000000,-56.000000,0.000000,-59.000000,0.000000,-8782.000000,-6902.000000,1.000000,0.000000,-557.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,51.000000,70.000000,59.666667,58.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,-8.000000,-38.000000,2.000000,0.000000,1.000000,0.000000,0.000000,0.000000,7.000000,0.000000,0.000000,2.000000,1.000000,3.000000,16.000000,97.000000,54.055556,61.000000
0.000000,16.000000,23.000000,25.000000,0.000000,16.000000,0.000000,3895.000000,4959.000000,-1.000000,-18.000000,-195.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,39.000000,43.000000,41.000000,41.000000
0.000000,16.000000,181.000000,128.000000,0.000000,1873.000000,0.000000,38988.000000,26622.000000,1.000000,0.000000,0.000000,4.000000,0.000000,2.000000,0.000000,0.000000,3.000000,4.000000,0.000000,0.000000,1.000000,2.000000,2.000000,5.000000,73.000000,38.160000,37.000000
2.000000,7.000000,0.000000,0.000000,0.000000,-4.000000,0.000000,83.000000,79.000000,-2.000000,4.000000,-3.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,30.000000,59.000000,44.500000,44.500000
0.000000,247.000000,-495.000000,-445.000000,0.000000,-2407.000000,0.000000,-40135.000000,-31496.000000,-38.000000,4544.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,25.000000,63.000000,41.000000,38.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,5.000000,5.000000,1.000000,-124.000000,-1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,14.000000,48.000000,36.666667,48.000000
0.000000,2.000000,5.000000,0.000000,0.000000,5.000000,0.000000,212.000000,21.000000,1.000000,-26.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,19.000000,25.000000,22.000000,22.000000
0.000000,1.000000,0.000000,0.000000,0.000000,6.000000,0.000000,8.000000,8.000000,1.000000,-107.000000,-17.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,14.000000,14.000000,14.000000,14.000000
0.000000,3.000000,0.000000,0.000000,0.000000,4.000000,0.000000,9.000000,68.000000,2.000000,-139.000000,2.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,0.000000,0.000000,0.000000,5.000000,0.000000,26.000000,90.000000,48.350000,46.500000
1.000000,4.000000,-2.000000,-2.000000,0.000000,0.000000,0.000000,12.000000,619.000000,0.000000,80.000000,-20.000000,4.000000,0.000000,1.000000,0.000000,0.000000,0.000000,9.000000,0.000000,1.000000,1.000000,0.000000,4.000000,10.000000,88.000000,48.350000,51.000000
0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-42.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.000000,2.000000,26.000000,76.000000,48.166667,50.000000
1.000000,6.000000,-3.000000,-2.000000,0.000000,-5.000000,0.000000,-251.000000,-195.000000,-2.000000,-15.000000,645.000000,5.000000,0.000000,1.000000,0.000000,1.000000,0.000000,2.000000,2.000000,0.000000,0.000000,4.000000,1.000000,5.000000,94.000000,48.350000,49.000000
0.000000,51.000000,-149.000000,-16.000000,0.000000,-590.000000,0.000000,-63441.000000,-14826.000000,-10.000000,4.000000,1.000000,6.000000,0.000000,2.000000,0.000000,0.000000,0.000000,7.000000,2.000000,0.000000,0.000000,1.000000,1.000000,17.000000,66.000000,35.037037,35.000000
0.000000,10.000000,83.000000,29.000000,0.000000,130.000000,0.000000,57075.000000,1630.000000,3.000000,90.000000,-52.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,38.000000,60.000000,50.571429,50.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,-24.000000,-99.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.000000,48.000000,35.750000,38.500000
1.000000,187.000000,332.000000,112.000000,0.000000,1578.000000,0.000000,52090.000000,33557.000000,10.000000,-568.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,46.000000,114.000000,76.000000,68.000000
0.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,23.000000,35.000000,29.666667,31.000000
0.000000,2.000000,0.000000,0.000000,0.000000,3.000000,0.000000,68.000000,30.000000,1.000000,-737.000000,2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.000000,0.000000,4.000000,13.000000,72.000000,46.272727,45.000000
0.000000,1.000000,5.000000,0.000000,0.000000,1.000000,0.000000,338.000000,0.000000,1.000000,-15.000000,-36.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,5.000000,0.000000,0.000000,1.000000,0.000000,1.000000,7.000000,73.000000,39.791667,42.500000
0.000000,76.000000,354.000000,227.000000,0.000000,224.000000,0.000000,52970.000000,35689.000000,10.000000,-558.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,52.000000,52.000000,52.000000,52.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,4.000000,0.000000,1.000000,-59.000000,7.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,28.000000,28.000000,28.000000,28.000000
0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,-11.000000,-95.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2.000000,17.000000,38.000000,30.000000,34.000000
0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,41.000000,0.000000,1.000000,-34.000000,-9.000000,1.000000,0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,3.000000,2.000000,9.000000,77.000000,30.129032,20.000000
0.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-29.000000,6.000000,0.000000,0.000000,0.000000,0.000000,0.000000,3.000000,0.000000,0.000000,1.000000,2.000000,0.000000,15.000000,92.000000,38.625000,39.000000
0.000000,3.000000,-1.000000,42.000000,0.000000,2.000000,0.000000,-15.000000,0.000000,0.000000,0.000000,-2.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,21.000000,83.000000,49.833333,50.000000
0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,2.000000,2.000000,1.000000,-589.000000,-2.000000,2.000000,1.000000,2.000000,0.000000,1.000000,0.000000,4.000000,1.000000,0.000000,0.000000,3.000000,2.000000,20.000000,97.000000,54.055556,52.000000
0.000000,22.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.000000,0.000000,-199.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,2.000000,22.000000,87.000000,48.350000,47.500000
0.000000,1.000000,0.000000,0.000000,0.000000,13.000000,0.000000,170.000000,129.000000,1.000000,-3.000000,-34.000000,3.000000,0.000000,0.000000,0.000000,3.000000,0.000000,1.000000,0.000000,0.000000,1.000000,2.000000,1.000000,20.000000,62.000000,41.652174,48.000000
1.000000,3.000000,-1.000000,0.000000,0.000000,-1.000000,0.000000,-25.000000,-5.000000,1.000000,71.000000,-1201.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,29.000000,52.000000,40.500000,40.500000
