parallel_changed_file_num,commit_num,file_added,file_removed,file_renamed,file_modified,file_copied,line_added,line_removed,developer_num,duration,commit_density,add_frequency,bug_frequency,change_frequency,delete_frequency,document_frequency,feature_frequency,fix_frequency,improve_frequency,refactor_frequency,remove_frequency,update_frequency,use_frequency,messages_min,messages_max,messages_mean,messages_median
0.000000,1.000000,2.000000,0.000000,0.000000,4.000000,0.000000,91.000000,3.000000,1.000000,-50.000000,-1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,5.000000,0.000000,0.000000,0.000000,0.000000,0.000000,18.000000,139.000000,39.791667,33.000000
0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,235.000000,279.000000,1.000000,-17.000000,2.000000,3.000000,0.000000,1.000000,0.000000,0.000000,0.000000,2.000000,0.000000,0.000000,1.000000,1.000000,0.000000,6.000000,96.000000,54.055556,50.500000
0.000000,2.000000,1.000000,0.000000,0.000000,8.000000,0.000000,181.000000,163.000000,1.000000,-26.000000,6.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,21.000000,129.000000,62.666667,55.500000
0.000000,1.000000,0.000000,0.000000,0.000000,33.000000,0.000000,625.000000,462.000000,1.000000,-2.000000,4.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,6.000000,106.000000,33.678571,24.000000
2.000000,516.000000,-152.000000,-55.000000,0.000000,-3675.000000,0.000000,-40015.000000,-31206.000000,-7.000000,0.000000,2.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,4.000000,0.000000,0.000000,0.000000,0.000000,2.000000,18.000000,100.000000,65.466667,69.000000
70.000000,1362.000000,-126.000000,-317.000000,0.000000,-5997.000000,0.000000,-848158.000000,-918604.000000,-119.000000,-1.000000,-121.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,2.000000,0.000000,85.000000,61.187500,64.500000
0.000000,2.000000,0.000000,0.000000,0.000000,1.000000,0.000000,4.000000,-2.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,21.000000,67.000000,50.000000,57.000000
2.000000,2.000000,0.000000,0.000000,0.000000,-5.000000,0.000000,1.000000,-26.000000,0.000000,6.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,17.000000,56.000000,41.000000,45.000000
0.000000,66.000000,-65.000000,-31.000000,0.000000,-299.000000,0.000000,-7083.000000,-4437.000000,-11.000000,20.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,16.000000,16.000000,16.000000,16.000000
0.000000,1.000000,5.000000,2.000000,0.000000,3.000000,0.000000,242.000000,89.000000,1.000000,-9.000000,-18.000000,7.000000,0.000000,1.000000,0.000000,1.000000,2.000000,1.000000,0.000000,0.000000,2.000000,0.000000,3.000000,24.000000,146.000000,63.000000,61.000000
